ville,historic,building,amenity,tourism,name,name:ar,lat,lon,surface_m2
Tunis,ruins,,,,Thermes au nord-ouest du théâtre,,36.55898795406392,8.756506014684957,1231.4415940724193
Tunis,ruins,,,,Thermes du nord-est,,36.56182797346913,8.754382420194071,195.99092223013477
Tunis,ruins,,,,Tombes,,36.56064443695633,8.75348967294739,358.1170300595053
Tunis,ruins,,,,Édifice de Diane,,36.55772437165258,8.75472259959056,282.84659717202265
Tunis,ruins,,,,,,36.56018565211373,8.753664833048225,367.6950713098491
Tunis,ruins,,,,,,36.55903050000001,8.752835950000001,409.01546377243744
Tunis,ruins,,,,,,36.55866111495027,8.752358262057422,114.28593743681935
Tunis,ruins,,,,,,36.5610427,8.75415655,45.203587595921384
Tunis,ruins,,,,,,36.559156780917625,8.755913047462107,691.0328091727791
Tunis,ruins,ruins,,,مسرح روماني,مسرح روماني,36.423964521498206,9.217514088770187,1354.807398759135
Tunis,ruins,ruins,,,قوس سيفار الكسندر,قوس سيفار الكسندر,36.42325757682678,9.2168620731895,40.31802806225209
Tunis,ruins,,,,عين الدورة,عين الدورة,36.42035155495276,9.217262197407514,1304.4983538396475
Tunis,ruins,ruins,,,حمامات حرارية,حمامات حرارية,36.42201625234787,9.219046259421676,1512.2177369703163
Tunis,archaeological_site,,,,دقة,,36.42332212286943,9.218816309782465,232036.05745647725
Tunis,ruins,ruins,,,ضميمة من العصور القديمة المتأخرة,ضميمة من العصور القديمة المتأخرة,36.425421524208836,9.218600505700188,4276.696277813051
Tunis,ruins,ruins,,,مضمار,مضمار,36.426575056195496,9.215624233531342,1283.0359993505283
Tunis,ruins,ruins,,,"منزل ""أومنيا تيبي فيليسيا""","منزل ""أومنيا تيبي فيليسيا""",36.421838135932006,9.218620572918448,493.58874032025255
Tunis,ruins,ruins,,,Maison de Dionysos et d'Ulysee,,36.42138947699905,9.218498188857502,617.5310915965067
Tunis,ruins,ruins,,,بيت غورغون,بيت غورغون,36.42063917383098,9.220246114443059,2488.324594366899
Tunis,ruins,ruins,,,منزل التريفليوم,منزل التريفليوم,36.42148611972856,9.21995428416468,1458.9761293594518
Tunis,ruins,ruins,,,بيت فينس,بيت فينس,36.42202184324602,9.2176775350715,383.748916473106
Tunis,ruins,ruins,,,بيت الفصول,بيت الفصول,36.42238103410041,9.220533021542105,370.25135076442564
Tunis,ruins,ruins,,,مراحيض,مراحيض,36.42177886893533,9.220374210899141,39.71813992998529
Tunis,ruins,ruins,,,سوق,سوق,36.42246600805842,9.218512292673744,926.0337050432755
Tunis,ruins,,,,معبد أغسطس,معبد أغسطس,36.42288574674161,9.218729265876535,47.324951086490664
Tunis,ruins,ruins,,,معبد كنكورديا,معبد كنكورديا,36.42244680373523,9.219039167591353,233.27897326980985
Tunis,ruins,ruins,,,معبد بورتونس,معبد بورتونس,36.42272745714389,9.218819273474933,106.34158367871693
Tunis,ruins,ruins,,,معبد مركوريس,معبد مركوريس,36.422931819683676,9.218374814657237,79.43992901423948
Tunis,ruins,ruins,,,معبد منيرفا,معبد منيرفا,36.42563011497304,9.217154202412456,1980.0693636106641
Tunis,ruins,ruins,,,معبد نبتون وسرداب,معبد نبتون وسرداب,36.42497365430603,9.220735530164959,101.36769120640501
Tunis,ruins,ruins,,,معبد تيلس,معبد تيلس,36.422212393358464,9.21834358027715,240.5904924203231
Tunis,ruins,ruins,,,معبد النصر من كركلا,معبد النصر من كركلا,36.4220349,9.21742385,644.0724668614369
Tunis,ruins,ruins,,,,,36.42134718987062,9.220855167803341,766.0725209281131
Tunis,archaeological_site,,,,Dougga Archaeological Park,,36.423524203082124,9.218660943583096,199959.41039912656
Tunis,ruins,,,,,,36.42220305142923,9.218492079198258,38183.95909483855
Tunis,ruins,,,,Amphithéatre Mactaris,,35.85582793023618,9.206279009414255,753.6445686575642
Tunis,ruins,ruins,,,Temple à crypte,,35.85328597577336,9.206989095290245,257.8621495005512
Tunis,ruins,ruins,,,Arc de Trajan,,35.85334947640739,9.207949065810448,40.509064967880114
Tunis,ruins,ruins,,,Basilique d'Hildeguns,,35.8530094517274,9.208068285100689,1151.1780533264612
Tunis,ruins,ruins,,,Basilique à péristyle,,35.8525234404272,9.206236078131733,739.4352802974232
Tunis,ruins,ruins,,,Tour byzantine,,35.85327717472356,9.207950160771986,54.65369960647145
Tunis,ruins,ruins,,,Thermes du Capitole,,35.85381349923714,9.205764653073963,1406.6231250963874
Tunis,ruins,ruins,,,Capitole,,35.85324868382742,9.205346971557447,1796.2331192474799
Tunis,ruins,ruins,,,Nécropole chrétienne,,35.85208114358866,9.205698697115468,64.94512453332257
Tunis,ruins,ruins,,,Forum,,35.85364236093449,9.207958156526704,2647.6193188258076
Tunis,ruins,ruins,,,Forum Numide,,35.853005490485174,9.206737759870098,2267.2708993262418
Tunis,ruins,ruins,,,Grand Thermes,,35.85185283322245,9.208534381484732,4105.5422572494135
Tunis,ruins,ruins,,,Mégalithes,,35.85222630000001,9.20553285,106.43782194899363
Tunis,ruins,ruins,,,Monument de Julius Pison,,35.85206679764278,9.20586467044365,96.71963257376443
Tunis,,museum,,museum,Musée de Maktaris,,35.8559982706522,9.206387667111525,265.3061869916993
Tunis,ruins,ruins,,,Schola des Juvenes,,35.85233067547086,9.20574996098899,146.63238627115257
Tunis,ruins,ruins,,,Temple d'Hathor Miskar,,35.85459410694588,9.209082290560794,515.9221992409505
Tunis,ruins,ruins,,,,,35.85459506215716,9.206189630273823,1278.210730627618
Tunis,ruins,ruins,,,,,35.85353386938163,9.206341739669792,1524.0240809666425
Tunis,ruins,ruins,,,,,35.85426305,9.2064866,327.7329806647652
Tunis,ruins,ruins,,,,,35.85401629328683,9.208185001413693,429.89048400228853
Tunis,ruins,,,,,,35.85242381284654,9.206032137992494,5355.591916833741
Tunis,ruins,ruins,,,,,35.85467650834405,9.209429606723347,2376.1701084829574
Tunis,yes,,marketplace,,,,33.455344632042916,9.024875413378723,12254.933622831031
Tunis,,yes,place_of_worship,,Mosquée Fatima Ez-Zahra,,35.84248125379852,10.587979488592778,1659.4307626375676
Tunis,,yes,place_of_worship,,,,34.42856396582682,8.779075844099715,1425.0466336893255
Tunis,,yes,place_of_worship,,,,34.39956953070147,8.799132804014556,598.5452679170088
Tunis,,mosque,place_of_worship,,,,34.40358467215799,8.797094873871249,103.03484881207434
Tunis,,mosque,place_of_worship,,,,34.40375295,8.797366549999998,73.68711732050905
Tunis,,mosque,place_of_worship,,,,34.403812699999996,8.796705750000001,114.99453894979959
Tunis,,yes,place_of_worship,,,,34.25250147961262,8.7497220185024,97.788453958564
Tunis,,yes,place_of_worship,,مسجد خيط الواد,,35.70712401228346,9.63287731553231,189.25764832574393
Tunis,archaeological_site,,,attraction,Old Mides,ميداس القديم,34.4065581187469,7.920542808663007,22328.069521033816
Tunis,,,place_of_worship,,Mosquée lHANIN,,33.45458556072597,9.024248917457449,360.6640954192018
Tunis,,yes,place_of_worship,,,,34.7854994,8.38185295,99.29860917227478
Tunis,,yes,place_of_worship,,,,34.72311645360434,8.355901731394571,110.32323131297991
Tunis,,yes,place_of_worship,,,,34.75123296468039,8.521711118022418,351.6392935216727
Tunis,,yes,place_of_worship,,,,34.698095800510636,8.608598216761147,84.74401005260792
Tunis,,yes,place_of_worship,,,,34.678882293987655,8.631673520252157,101.53941104671293
Tunis,,yes,place_of_worship,,,,34.73830405,8.52030265,123.19750632880988
Tunis,,yes,place_of_worship,,,,33.91707376685578,8.122046780626354,468.0425175033713
Tunis,,yes,place_of_worship,,Sidi Ben Abbes,,34.03378543204284,8.283295643738981,237.64789296001743
Tunis,,yes,place_of_worship,,,,34.39543429293212,8.167002344444144,558.4813144023045
Tunis,,yes,place_of_worship,,,,34.29904611754805,8.756303076330004,31.629943372504886
Tunis,,yes,place_of_worship,,,,34.33463660735522,8.952381040333705,325.9415282261773
Tunis,ruins,,,,,,34.386665405621265,9.22559790410353,22321.205418945
Tunis,ruins,,,,,,34.38851776643077,9.225425204470541,4625.053952448079
Tunis,ruins,,,,,,34.38944179060668,9.226049889598746,6607.989607126616
Tunis,ruins,,,,,,34.43297870823926,9.2808840586874,15836.90264028855
Tunis,,yes,place_of_worship,,,,34.463824450000004,9.26545725,50.40321208373851
Tunis,,yes,place_of_worship,,,,34.4640794679517,9.262205094867928,73.92671023872428
Tunis,ruins,,,,,,34.460102112408954,9.263550780394999,2480.7562768976654
Tunis,ruins,,,,,,34.4633538489288,9.260500440262131,7404.764874070383
Tunis,ruins,,,,,,34.465021872441945,9.261724549166416,7341.172699952414
Tunis,ruins,,,,,,34.48354105000001,9.252609849999999,1656.9559910378289
Tunis,,yes,place_of_worship,,,,34.540506449999995,9.2337416,79.27900603709959
Tunis,,yes,place_of_worship,,مسجد حزوة,مسجد حزوة,33.73481941529172,7.589776014834603,528.2507521721482
Tunis,,yes,place_of_worship,,,,30.25022144999999,9.557442999999997,129.37363996088345
Tunis,,yes,,museum,Ghar eI Kébir,,37.0591659252191,10.995437114587135,69.45396433222241
Tunis,,,place_of_worship,,,مسجد,37.04283708140495,11.009598276363207,21484.006760038723
Tunis,,yes,place_of_worship,,جامع سيدي ابو ضاوي,جامع سيدي ابو ضاوي,36.848295549999996,11.09574825,761.0299630888903
Tunis,,yes,place_of_worship,,جامع التقوى,جامع التقوى,36.8461370406242,11.08751843606715,407.7637216304601
Tunis,,yes,place_of_worship,,,,36.843440347568254,11.102060628436806,582.1840812353158
Tunis,,,place_of_worship,,,,36.64382605000001,10.575196000000002,1889.157498312148
Tunis,monument,yes,,museum,Ennejma Ezzahra,,36.86920857873096,10.348210782055398,1456.8246169319405
Tunis,,yes,place_of_worship,,جامع علي ابن أبي طالب,جامع علي ابن أبي طالب (مسجد رام الله),36.83397245,10.317458349999999,307.6695144313981
Tunis,,yes,place_of_worship,,,,36.84252220690781,10.323160270609705,141.07110823407936
Tunis,,construction,place_of_worship,,Mosquée Moustapha Agha,,36.84642313969095,10.318644504423972,382.78599768615834
Tunis,archaeological_site,,,,Henchir el Beldia,,35.92747114973792,9.7129845690552,57924.79465019538
Tunis,ruins,,,,,,36.04718620704626,9.619519872150814,15414.846981391998
Tunis,ruins,,,,,,36.05251553804546,9.641938151344974,16762.85423400308
Tunis,,,place_of_worship,,مسجد الكاتب,مسجد الكاتب,33.796353318457804,10.964370257042088,905.895694511891
Tunis,ruins,,,,,,33.5345327,10.67750645,3698.5510011587558
Tunis,yes,yes,,attraction,Ksar Beni Khedache,,33.25075862425946,10.200295817650199,433.5019706787784
Tunis,ruins,yes,,attraction,قصر حدادة,قصر حدادة,33.10011393247331,10.313992298090366,5986.781286522652
Tunis,,mosque,place_of_worship,,الجامع الكبير,الجامع الكبير,32.933057497982716,10.451952640991738,5373.5710919505855
Tunis,monument,,,,,,32.915708045274,10.426330533153703,296.41914134677825
Tunis,,,place_of_worship,,hy l ber,,32.91877070502197,10.433041056665628,446.419404421232
Tunis,boundary_stone,,,,ELHNYNA,,32.924207925472956,10.458056455863414,5705.675739830749
Tunis,,yes,place_of_worship,,Marabout Sidi Ali El Mekki,,37.17617645925701,10.261218647240694,1535.1147412465311
Tunis,ruins,,,,,,37.17896355,10.277714099999997,14.312492906555958
Tunis,ruins,,,,,,37.17900461400317,10.277500849107758,255.8089694227332
Tunis,,,place_of_worship,,,,32.92214009266961,10.531835091301062,610.1217501034707
Tunis,,mosque,place_of_worship,,مسجد قصر أولاد عبد الواحد,مسجد قصر أولاد عبد الواحد,32.90395120775506,10.524405490791498,235.8684139291335
Tunis,ruins,,,,Ksar Beni Yekhzer,,32.85111228741199,10.578807242573795,20182.1904365036
Tunis,,mosque,place_of_worship,,مسجد الغفران,مسجد الغفران,35.69362463263039,10.401694382717668,749.037565985782
Tunis,,yes,,museum,المتحف الجيولوجي,المتحف الجيولوجي,37.1357548,9.6914066,51.33327566091668
Tunis,archaeological_site,,,,Musée et Monuments du Quartier Sud de Thysdrus,,35.29024996309983,10.70504224985467,23844.606703473106
Tunis,archaeological_site,,,,Ruinas romanas,,35.290425271218375,10.704764560656104,6495.435467052416
Tunis,archaeological_site,,,,,,35.290220185088096,10.707638905977454,17441.86801705792
Tunis,yes,,,,,,35.29641965565806,10.706950135523098,14808.85993752132
Tunis,archaeological_site,,,,Archeological Park,,35.29686025146129,10.70019561538002,52743.37461729197
Tunis,,,place_of_worship,,,,35.34188141934676,10.546254241204958,2228.6753714007664
Tunis,ruins,,,,حصن بيزنطي,حصن بيزنطي,36.52385224318512,9.359632168269897,4518.2890072630225
Tunis,archaeological_site,,,,تيغنيكا,تيغنيكا,36.52389432603781,9.361897268119082,125450.30313377618
Tunis,ruins,,,,Roman Theatre of Thignica,,36.5228170572213,9.362372452560429,1601.9328082020736
Tunis,ruins,,,,,,36.52244997002682,9.36108863927639,1559.148922045604
Tunis,ruins,,,,,,36.52356704172078,9.361633677038746,2835.465358751003
Tunis,ruins,,,,,,36.5237173,9.36271475,375.7994908842578
Tunis,,mosque,place_of_worship,,جامع العقبة,جامع العقبة,35.75164902127768,10.8251276427997,990.1518387285506
Tunis,,yes,place_of_worship,,,,33.53091542668597,11.109850106697898,384.15765032058505
Tunis,,yes,place_of_worship,,Mosquée Essabr,,35.84310717319295,10.598199316161246,1281.24061655262
Tunis,,,place_of_worship,,مسجد عقبة بن نافع,مسجد عقبة بن نافع,36.757949574663606,10.018628897506707,2061.7343215602814
Tunis,,,place_of_worship,,,,35.463739453991046,9.473534506835145,278.37050932344414
Tunis,,mosque,,,,,35.51227428910389,11.033719586869518,377.861364162953
Tunis,,yes,,museum,,,35.81336820188314,9.367105079532728,265.7268901722171
Tunis,archaeological_site,,,attraction,توبربو ماجوس,توبربو ماجوس,36.40080494120278,9.90513711358682,476711.52715708263
Tunis,,yes,place_of_worship,,مسجد الغربة,مسجد الغربة,33.87659976515219,10.860864501381108,2060.325090865836
Tunis,,yes,place_of_worship,,مسجد الشيخ,مسجد الشيخ,33.87765154176117,10.85686687968208,771.5220406421641
Tunis,,yes,place_of_worship,,مسجد سيدي يأتي,مسجد سيدي يأتي,33.706848744490905,10.861676410599966,77.34284341571669
Tunis,,yes,place_of_worship,,جامع الهواري,جامع الهواري,33.85086363808575,10.967609795997719,247.48156412484911
Tunis,,yes,place_of_worship,,جامع الحمد,جامع الحمد,36.78108060178342,10.176905079024536,558.2719775866474
Tunis,archaeological_site,,,,سركيناي - الحديقة الأثرية,,34.711071976872475,11.15308000209464,12095.513384515698
Tunis,,mosque,,,,,34.70535415,11.201852150000002,613.6230108249144
Tunis,,mosque,place_of_worship,,جامع أولاد بوعلي,جامع أولاد بوعلي,34.700600456730896,11.189816614518195,782.1312116991214
Tunis,,mosque,place_of_worship,,جامع العباسية,جامع العباسية,34.720166369358495,11.240693250561117,417.1883449021387
Tunis,,mosque,,,سيدي يوسف,سيدي يوسف,34.65507504987839,10.971996592334719,697.4272797592382
Tunis,,yes,,museum,Jebil National Park,,33.102315206398096,9.060546876032236,506.63305234640285
Tunis,ruins,,,,,,32.40669637292015,9.401292804833165,40.013900749623936
Tunis,ruins,yes,,,قوس النصر سرسي,قوس النصر سرسي,36.16321944999999,9.77414845,28.961395692516355
Tunis,,mosque,place_of_worship,,مسجد عين كميشة,مسجد عين كميشة,36.504951748193854,10.676608570155842,549.4070316960583
Tunis,,,place_of_worship,,جامع سيدي عاشور,جامع سيدي عاشور,36.45503652974002,10.723586083246435,3865.155668898409
Tunis,archaeological_site,,,,الموقع الاثري نيابوليس,الموقع الاثري نيابوليس,36.44033477223889,10.718373399781784,95357.31912516769
Tunis,archaeological_site,,,,Néapolis,,36.43967175203156,10.716909770727357,423.49278289892726
Tunis,ruins,,,,Néapolis,,36.438848111404546,10.717503831926999,1836.1091613869369
Tunis,ruins,,,,Néapolis,,36.44063850924076,10.719361392013907,1741.1453513606177
Tunis,ruins,,,,برج القسطيل,برج القسطيل,33.68349972650259,10.97391696198581,1182.4845614829246
Tunis,ruins,,,,,,35.564788720409304,8.457509757584873,1150.3430407830533
Tunis,ruins,,,,,,35.56459976304648,8.456875383385025,583.7514889116944
Tunis,archaeological_site,,,,المسرح الروماني,المسرح الروماني,35.56651739716307,8.45760623322254,2888.744354486338
Tunis,ruins,,,,,,35.56550839067023,8.460807391273734,1143.7948335445703
Tunis,archaeological_site,,,,القلعة البيزنطية,القلعة البيزنطية,35.56365944679539,8.453937775687084,23290.024277603014
Tunis,ruins,,,,,,35.56672588263234,8.454962963411756,681.1168429639035
Tunis,ruins,,,,,,35.56632367043782,8.45510089015374,2143.1060815216933
Tunis,ruins,,,,,,35.56600890771831,8.452636551335772,1835.0565517434175
Tunis,ruins,,,,,,35.56515093561684,8.452226648401762,1286.9317580641653
Tunis,ruins,,,,,,35.56531097021704,8.452876739034238,1528.9816167520717
Tunis,,mosque,place_of_worship,,مسجد السوق,مسجد السوق,34.38060210705681,8.150628130662735,1835.3859389682407
Tunis,,yes,place_of_worship,,,,36.875268268566806,10.328596998657773,1080.821411145685
Tunis,,,place_of_worship,,,,36.8654450794093,10.29236092257203,539.3690308376258
Tunis,,mosque,,,,,36.8654529462817,10.292365486776077,240.93376042263262
Tunis,,mosque,place_of_worship,,جامع التوبة,جامع التوبة,36.75805078382806,10.222633059581005,3225.692235076223
Tunis,,mosque,place_of_worship,,,,36.75666638372458,10.227559531613204,944.7239168761785
Tunis,city_gate,yes,,,باب الغربي,باب الغربي,35.77257625200783,10.826929703242776,66.17419467139622
Tunis,city_gate,yes,,,,,35.77165633156576,10.827975990307596,48.82789428431771
Tunis,city_gate,yes,,,,,35.77314761892906,10.831370591025841,47.91200072387101
Tunis,city_gate,yes,,,باب بريقشة,باب بريقشة,35.77281675372088,10.830562336488377,134.99202889230273
Tunis,ruins,,,,Jazirat Sidi al Ghudamisi,,35.787076325673695,10.833779325578954,6916.510101510437
Tunis,,yes,place_of_worship,,جامع اليسر,جامع اليسر,36.85418052165484,10.254192277375646,1021.4676174138011
Tunis,,yes,place_of_worship,,Mosquée ESSALAM,,36.86463230098797,10.25043227457927,404.6320498933579
Tunis,,yes,place_of_worship,,,,35.62389038950135,10.756308368032775,414.53308301670677
Tunis,,mosque,place_of_worship,,R6 جامع النور,,35.76777305,10.829168300000001,1963.1128881924492
Tunis,,mosque,place_of_worship,,جامع العمران,جامع العمران,35.76258548989166,10.807349969955379,342.51113051053653
Tunis,monument,,,,Bataille de Jallaz,,36.7887473455603,10.181042953813991,18.290646564086924
Tunis,ruins,,,,Henchir Tala,,33.69929202354185,10.914961721707115,498.8042717409711
Tunis,,mosque,place_of_worship,,,,33.87558685743323,7.872764770780354,1419.3888704686701
Tunis,,mosque,,,,,36.87810689141791,10.266486269221529,994.6758606041775
Tunis,ruins,,,,Cisternes,,35.61532652418331,11.038512358207415,7154.001689744609
Tunis,ruins,,,,Amphitheatre of Thapsus,,35.61912716257777,11.042406156891456,4678.544211099239
Tunis,,mosque,place_of_worship,,,,33.29179245085839,10.154901145527907,166.85101592017895
Tunis,archaeological_site,yes,,,Sidi Boujlida,,33.291293824651426,10.158707860587484,55.75798733895407
Tunis,,yes,,museum,Musée militaire de la ligne défensive de Mareth,,33.59614860412181,10.311437318420108,237.8661318168864
Tunis,,,place_of_worship,,جامع برج المسعودي,جامع برج المسعودي,36.28949468882688,9.061017722367573,3453.006066209139
Tunis,archaeological_site,,,,Bogenmonument für Gordian III,,36.33724055986237,9.146713922935122,51.00818161794678
Tunis,,,place_of_worship,,,,35.698796161332076,10.794992344828136,1696.8674330487786
Tunis,ruins,,,,,,37.30150183333333,9.869600800000002,92.57850805339181
Tunis,memorial,yes,,,النصب المقبرة الشهداء بنزرت,النصب المقبرة الشهداء بنزرت,37.27532965000001,9.852845750000002,34.16005781224313
Tunis,,yes,place_of_worship,,مسجد الرحمة,مسجد الرحمة,33.344465836965135,10.508603573131346,285.18134612542707
Tunis,,mosque,place_of_worship,,Mosque Essalam - Zarat,,33.66623843545037,10.34887174007269,975.0284733042879
Tunis,archaeological_site,,,,Pheradi Majus,,36.249512411706874,10.399053679229098,205428.99021775107
Tunis,ruins,,,,,,36.25002439464253,10.399862443890958,506.9186394712175
Tunis,ruins,,,,,,36.25081859259892,10.401304144703985,2248.763890470785
Tunis,,yes,place_of_worship,,Mosquée,,36.39873276992184,10.151806494945122,559.3884947350609
Tunis,archaeological_site,,,,Bir Rhezen,,33.50371237152856,9.4981307967962,2804.8877199126923
Tunis,ruins,,,,Benia Guedah Ceder,,33.655207722450115,9.61606756540086,2392.2138436828764
Tunis,archaeological_site,,,,Henchir el-Hadjar,,33.704685326353506,9.809242810355991,2326.857451392425
Tunis,archaeological_site,yes,,,Roman Theater,,35.16739599463979,8.799330693436305,1006.7654550149008
Tunis,ruins,,,,,,35.875700363184784,8.786789580718976,1856.389362696757
Tunis,ruins,,,,,,35.87523387053092,8.78636488824978,1163.470792878863
Tunis,ruins,,,,Althiburos (Henchir Medeina),,35.873914281984554,8.785478253581962,12597.731132921122
Tunis,ruins,,,,,,35.87490566255042,8.78498534909712,302.66939040285024
Tunis,ruins,,,,Chemtou: Théâtre,,36.491533504843765,8.571808559416674,1085.7940964830996
Tunis,,yes,place_of_worship,,Kbir,,33.511960388380686,11.115691551969585,842.9887029497618
Tunis,,,place_of_worship,,Mosquée Sidi Said,,36.169694198185326,9.654791433024513,413.1470457246568
Tunis,ruins,,,,,,35.85606545,9.205203000000001,57.420042816595505
Tunis,ruins,,,,Kbor Klib,,36.0125238,9.218703950000002,407.15198890742374
Tunis,ruins,,,,Monument punique,,35.8516574,9.2029079,17.87435971449974
Tunis,,mosque,place_of_worship,,,,36.006034668942405,9.43278811122304,816.8643869944528
Tunis,,yes,place_of_worship,,مسجد عمر بن الخطاب,مسجد عمر بن الخطاب,34.53772571754327,9.246041609722877,521.9919578366504
Tunis,,yes,place_of_worship,,الجامع الكبير المحطة,الجامع الكبير المحطة,34.540872228916534,9.254688857425906,597.8985313151848
Tunis,,yes,place_of_worship,,جمعية رياض الجنّة للقرآن الكريم بالسند,جمعية رياض الجنّة للقرآن الكريم بالسند,34.540806414293066,9.254817879422294,41.056829854031015
Tunis,,yes,place_of_worship,,جامع الحمد,جامع الحمد,36.02769055657224,10.499885112427917,1118.3337764145836
Tunis,,yes,place_of_worship,,,,36.03070158568951,10.510123476635087,821.4778707252901
Tunis,,yes,place_of_worship,,الجامع العتيق,الجامع العتيق,36.03050604844477,10.508652856843117,332.05907329964987
Tunis,,,,museum,المتحف الأثري بشمتو,المتحف الأثري بشمتو,36.4895279768727,8.576818402460537,12502.758705678409
Tunis,ruins,,,,Chemtou: église italienne du 19ème siècle,,36.49140854147806,8.576012131854316,92.94615196428867
Tunis,ruins,,,,Chemtou: Amphithéâtre,,36.49045463637119,8.58050446047507,2456.390692528267
Tunis,ruins,,,,Chemtou: aqueduc,,36.49598375,8.573280249999998,2896.8722577741446
Tunis,ruins,,,,Chemtou: église byzantine,,36.49487148451538,8.579575265241177,411.2935851622398
Tunis,ruins,,,,"Chemtou: Camp de travail forcé, de l'administration de la carrière, la garnison de garde",,36.49544398952613,8.581562832042188,30878.34488152099
Tunis,ruins,,,,"Chemtou: Forum avec la basilique, voûte, fontaine et précédente tombeaux numides",,36.49076379966312,8.573817865970778,15365.75386754245
Tunis,ruins,,,,Chemtou: Grand bâtiment romain (Administration de carrière?),,36.49094360658076,8.577911613791123,2258.2644696677457
Tunis,ruins,,,,Chemtou: Marché de basilique,,36.49145395000001,8.57328235,1671.0019811091938
Tunis,ruins,,,,Chemtou: bains municipaux,,36.49345377538023,8.572889740635699,14338.640778398654
Tunis,ruins,,,,"Chemtou: numide sanctuaire de la colline, le temple de Saturne, église byzantine",,36.49290978162096,8.579999263993129,876.3491602280053
Tunis,archaeological_site,,,,Chemtou: Roman carrières de marbre profonde,,36.49292887117867,8.577478121542281,9794.264127539613
Tunis,ruins,,,,Chemtou: bâtiments funéraires romains,,36.490082199999996,8.5796475,1961.7640314133314
Tunis,archaeological_site,,,,Chemtou: carrière romaine déchets monticule,,36.49082248519667,8.578599168802155,4109.468976288098
Tunis,ruins,,,,Chemtou: route de transport romain de la carrière de la rivière,,36.48968288830217,8.57666157648397,707.0308673488362
Tunis,ruins,,,,Chemtou: Sanctuaire de Caelestis,,36.49285517280697,8.578686993132932,1637.7905083224418
Tunis,ruins,,,,Chemtou: Sanctuaire de la Dii Mauri,,36.4932034,8.580912699999997,1127.1586144270632
Tunis,ruins,yes,,,Les Thermes Romain de Hammam Mellegue,,36.18333201301048,8.57537513946265,827.5757048602285
Tunis,,,place_of_worship,,,,36.84997522609769,10.177145508678006,2989.9752365556005
Tunis,archaeological_site,,,,أطلال,أطلال,36.527774749206564,9.361889949338579,2403.5660092020853
Tunis,,yes,place_of_worship,,,,33.538990894596324,10.677769878613589,281.94788720252
Tunis,archaeological_site,,,,Gigthis,,33.53238331908328,10.676691732474406,56530.60713531766
Tunis,ruins,,,,الجسر الروماني,الجسر الروماني,35.86279922176774,9.516911712520388,392.00169999716593
Tunis,,mosque,place_of_worship,,,,35.81341668654937,9.36451456187309,275.6998886680551
Tunis,,mosque,place_of_worship,,,,35.99114325450856,9.543763200994688,400.7180387354504
Tunis,,mosque,place_of_worship,,,,35.5419426,9.073400800000003,1510.9444258338162
Tunis,ruins,,,,Amphithéâtre,,35.24363066905573,9.11458106303807,4829.582057822178
Tunis,ruins,,,,Arch of Antonimus-Pius,,35.2403299235832,9.120086462855404,33.28757011017292
Tunis,ruins,,,,Chapelle de Jucundus,,35.241678672861866,9.119612136435697,510.05866151934504
Tunis,ruins,,,,Basilique Servus,,35.24033072665337,9.120983425159126,1539.243221524305
Tunis,ruins,,,,Basilique de Vitalis,,35.24189068773266,9.119298431196041,2282.0418750462954
Tunis,ruins,,,,Citernes,,35.239390998567806,9.120683522875991,541.0683797133537
Tunis,ruins,,,,Fountain,,35.23999115000001,9.121422749999999,257.26120362594776
Tunis,ruins,,,,Grand Thermes,,35.23961697683616,9.12149276056279,4375.678846725134
Tunis,ruins,,,,Temple,,35.2431047393265,9.116273216563965,1048.2405273930378
Tunis,ruins,,,,Arc septentrional,,35.2433695,9.11570895,81.14049007202689
Tunis,ruins,,,,Édifice des Saisons,,35.242731369927164,9.11595675343539,3495.980040601329
Tunis,,,,museum,,,35.23620177586643,9.12161895280353,1810.602237777318
Tunis,ruins,,,,Petite basilique,,35.24320444599193,9.115324316401392,363.4758201473991
Tunis,ruins,,,,Pont Aqueduc,,35.245226999999986,9.11763635,189.0440859023143
Tunis,ruins,,,,Thermes,,35.241412820245735,9.121165658763095,1014.1460783932223
Tunis,ruins,,,,Basilique du Bellator,,35.24164321230563,9.119893770181644,1407.3543586914925
Tunis,ruins,,,,Basilique du Forum,,35.240912849999994,9.1194868,852.0880285830399
Tunis,ruins,,,,Église des martyrs,,35.23812645,9.120740849999999,337.47455331090384
Tunis,ruins,,,,Fontaine,,35.24204915390927,9.11729408099335,482.04585166873574
Tunis,ruins,,,,Fortin,,35.237394439274674,9.121102438592047,492.45225650982775
Tunis,ruins,,,,Fortin,,35.23786815,9.121129499999999,432.930086883733
Tunis,ruins,,,,Fortin,,35.236591567061076,9.122379847724957,671.31760994758
Tunis,ruins,,,,Petites thermes,,35.24225780771043,9.119346239470348,583.2740128945969
Tunis,ruins,,,,Petites thermes,,35.237890729082075,9.12050120290192,510.27003132959146
Tunis,ruins,,,,Henchir Douama Amphitheatre,,36.41240757738168,9.085095088229748,2131.2807145734737
Tunis,archaeological_site,,,,,,36.110590089961526,9.283095114964697,1133.2284388875703
Tunis,ruins,,,,,,36.116129196274755,9.27982762739136,195.43805169840394
Tunis,archaeological_site,,,,,,36.11169194080708,9.286120713866818,37584.420628950604
Tunis,ruins,,,,,,36.11232663944075,9.284043999017847,3606.879631247802
